lng,lat
-122.248883525,37.7687203994
-122.248900531,37.7686974506
-122.248917253,37.768675375
-122.248933241,37.7686543546
-122.248948174,37.7686344813
-122.248961855,37.7686163025
-122.248974599,37.7685991744
-122.248986239,37.768583487
-122.248999936,37.7685650096
-122.249011596,37.7685488225
-122.249024042,37.7685320975
-122.249037289,37.7685145943
-122.249049663,37.7684991371
-122.249062525,37.7684836863
-122.249077627,37.7684679874
-122.267231557,37.7692667033
-122.267248036,37.7692806841
-122.267269983,37.7692931811
-122.267290558,37.7693015199
-122.267314343,37.7693085962
-122.267340653,37.7693146521
-122.267369708,37.7693195013
-122.267392744,37.7693222957
-122.267417357,37.7693238172
-122.267443102,37.7693251063
-122.267470214,37.7693261282
-122.267498509,37.7693270678
-122.267527626,37.7693279363
-122.267557659,37.7693286242
-122.267588411,37.7693292965
-122.26762021,37.7693298715
-122.267651587,37.7693300007
-122.267683954,37.7693299209
-122.267717328,37.7693301121
-122.267749256,37.7693299787
-122.267782859,37.7693300311
-122.267814896,37.769329666
-122.267845995,37.7693297907
-122.267879742,37.7693306872
-122.267912504,37.7693306527
-122.267945048,37.7693309448
-122.26797509,37.769332381
-122.268004727,37.7693331453
-122.268032778,37.7693338506
-122.268057004,37.7693346279
-122.268082192,37.7693359456
-122.268105249,37.7693378825
-122.268133388,37.7693402388
-122.268160641,37.7693420789
-122.268185598,37.7693425537
-122.268209184,37.7693420759
-122.268232044,37.7693389989
-122.268258684,37.7693319124
-122.268282722,37.76932064
-122.268299855,37.7693085946
-122.26831439,37.7692934346
-122.268325916,37.7692763347
-122.268334515,37.7692568345
-122.268340867,37.7692347251
-122.268344772,37.7692169694
-122.268348264,37.7691978962
-122.268350986,37.7691773802
-122.26835287,37.7691566107
-122.268354111,37.7691341996
-122.268355106,37.7691102751
-122.26835581,37.7690854792
-122.26835625,37.7690606767
-122.26835666,37.7690358833
-122.268357254,37.7690097986
-122.268357977,37.7689851156
-122.268358176,37.7689585716
-122.268359101,37.768931571
-122.268359486,37.7689138356
-122.268359871,37.7688961802
-122.26836043,37.7688682903
-122.268360735,37.7688500797
-122.268361249,37.7688313212
-122.268361241,37.7688133214
-122.268361571,37.7687957049
-122.268361484,37.7687785341
-122.268361922,37.7687590661
-122.268361747,37.7687403039
-122.268362381,37.7687199213
-122.268362612,37.7687014047
-122.268362706,37.7686826941
-122.268362967,37.7686628152
-122.268362989,37.7686441239
-122.268363217,37.7686258898
-122.268363325,37.7685987891
-122.268363212,37.7685719008
-122.268362715,37.7685447547
-122.268362886,37.7685176423
-122.268362964,37.7684908241
-122.268363438,37.7684643099
-122.268363905,37.7684389218
-122.268364809,37.7684125883
-122.26836642,37.7683867377
-122.268368104,37.7683612883
-122.26836969,37.7683351088
-122.268371822,37.7683110928
-122.268374217,37.7682869486
-122.268376319,37.7682641105
-122.268378728,37.768241753
-122.268381647,37.7682200748
-122.268384675,37.7682005499
-122.268387666,37.7681809953
-122.268392307,37.7681573284
-122.268396449,37.7681365465
-122.268400623,37.7681180054
-122.268405384,37.7680972672
-122.268409485,37.7680792911
-122.268413726,37.7680598693
-122.268416737,37.7680420684
-122.268417432,37.7680217485
-122.268417207,37.7680035299
-122.268417377,37.7679839917
-122.26841895,37.7679647482
-122.268423929,37.7679472937
-122.268431036,37.7679293435
-122.268433731,37.7679108905
-122.268424846,37.7678922091
-122.268408179,37.7678803452
-122.268385155,37.7678743696
-122.26836239,37.7678759522
-122.268384985,37.7678751491
-122.26839569,37.7678916566
-122.268392847,37.7679127973
-122.268390676,37.7679318024
-122.268388365,37.7679543983
-122.26838644,37.7679747474
-122.268385385,37.7679967026
-122.268384616,37.7680196038
-122.268383884,37.7680382803
-122.268382849,37.7680567955
-122.268382461,37.7680760967
-122.268381661,37.7680952223
-122.268380891,37.7681155265
-122.268379918,37.768135824
-122.268379404,37.7681564594
-122.268378239,37.7681777408
-122.268377455,37.7681996782
-122.268376081,37.7682215486
-122.268374906,37.7682434404
-122.268374136,37.7682655645
-122.268373336,37.7682872534
-122.268372687,37.7683090253
-122.268371851,37.7683305819
-122.268370865,37.7683538973
-122.268369966,37.7683770229
-122.268369518,37.7684006919
-122.268367375,37.7684245118
-122.268366692,37.768448348
-122.268365387,37.7684727513
-122.268363566,37.7684972254
-122.268362618,37.7685234346
-122.268361318,37.768548633
-122.268359655,37.7685744048
-122.268358435,37.7686013059
-122.268357082,37.7686285405
-122.268356022,37.7686560062
-122.268355122,37.7686759865
-122.268354325,37.7686941915
-122.268353652,37.7687127599
-122.268352733,37.7687315746
-122.26835198,37.7687524854
-122.268351136,37.7687774563
-122.268350495,37.768803528
-122.268349776,37.7688303114
-122.268348269,37.7688574849
-122.26834741,37.768883093
-122.268346353,37.768908687
-122.268345059,37.7689344132
-122.268343719,37.7689593839
-122.268342721,37.768984919
-122.268341559,37.769008118
-122.268340103,37.7690303102
-122.268339639,37.7690514858
-122.268338605,37.7690708491
-122.268337125,37.7690948072
-122.268335396,37.7691181532
-122.268333686,37.7691371373
-122.268332264,37.7691572566
-122.268331044,37.7691770888
-122.268329982,37.7691974981
-122.268328953,37.7692181574
-122.268328636,37.769237922
-122.26833175,37.7692582953
-122.268340666,37.7692769363
-122.268352654,37.7692926083
-122.268371283,37.7693077782
-122.268395072,37.7693204786
-122.268417828,37.769329117
-122.268443736,37.7693365983
-122.268472441,37.7693424308
-122.268495609,37.7693453778
-122.268520319,37.7693476623
-122.268545722,37.7693488796
-122.26857253,37.7693499044
-122.268600632,37.7693507319
-122.268628853,37.7693516959
-122.268657634,37.7693524051
-122.268687189,37.7693531305
-122.268716578,37.7693538925
-122.268745839,37.7693545443
-122.268774461,37.7693553455
-122.268803104,37.7693561219
-122.268831475,37.769357081
-122.268860891,37.7693580724
-122.268890059,37.7693590961
-122.268917647,37.7693601211
-122.268944167,37.7693612154
-122.268969212,37.7693622909
-122.268992907,37.7693639081
-122.26901576,37.7693655723
-122.269043136,37.7693681443
-122.269068813,37.7693707657
-122.269091929,37.7693726048
-122.269114446,37.7693726748
-122.269140324,37.7693690797
-122.269163823,37.7693617915
-122.269184009,37.7693511201
-122.269201209,37.7693370264
-122.269215717,37.7693194859
-122.26922475,37.7693028648
-122.269232508,37.7692840651
-122.269238092,37.7692631456
-122.269242798,37.7692399247
-122.269245885,37.7692216582
-122.269248413,37.7692026589
-122.2692508,37.7691823026
-122.269252531,37.7691619102
-122.269254402,37.7691407289
-122.26925588,37.7691193319
-122.269257578,37.7690972058
-122.269258782,37.7690760947
-122.269259812,37.7690558339
-122.269260723,37.7690337179
-122.269261589,37.7690130692
-122.269262003,37.768992625
-122.269262796,37.7689720595
-122.269263464,37.7689525055
-122.269264054,37.768934112
-122.269264679,37.7689166261
-122.269265206,37.7688936819
-122.269265989,37.7688704608
-122.269266393,37.7688485902
-122.269267063,37.7688262109
-122.269267938,37.768805541
-122.269268927,37.7687845098
-122.269269504,37.7687632665
-122.269271174,37.7687409912
-122.269272474,37.7687172728
-122.269273405,37.7686988756
-122.269274103,37.7686791555
-122.269275201,37.7686588981
-122.269275791,37.7686380849
-122.269277275,37.7686165456
-122.269278775,37.7685954068
-122.269280014,37.7685738403
-122.269281377,37.7685529422
-122.269282669,37.7685323243
-122.269283929,37.768512879
-122.269285307,37.7684935422
-122.269286641,37.7684746592
-122.269287944,37.7684510963
-122.269289283,37.7684285024
-122.26929067,37.7684067883
-122.269291787,37.7683862258
-122.269293271,37.7683661002
-122.269294627,37.76834736
-122.269296511,37.7683290323
-122.269298278,37.7683088055
-122.269299791,37.7682897864
-122.269300807,37.7682713045
-122.26929885,37.7682520127
-122.269289291,37.7682335906
-122.269274627,37.7682204678
-122.269254661,37.7682127965
-122.269274299,37.7682219918
-122.26926566,37.7682390087
-122.26925889,37.768257446
-122.269256579,37.7682757989
-122.269255325,37.7682978304
-122.269254989,37.7683196282
-122.269255376,37.7683400629
-122.269256179,37.7683622493
-122.269257751,37.7683864358
-122.269258974,37.7684054926
-122.269260257,37.7684252261
-122.269261529,37.7684458671
-122.269262726,37.7684671306
-122.269263758,37.7684888169
-122.269265433,37.768512608
-122.269266177,37.7685343945
-122.269266678,37.7685578961
-122.269267505,37.7685817912
-122.269267308,37.7686068366
-122.269266989,37.7686316961
-122.269265923,37.7686570667
-122.269265508,37.768682147
-122.269264621,37.7687080606
-122.269263249,37.7687346649
-122.269261851,37.768761955
-122.269260369,37.7687892913
-122.269259446,37.7688072192
-122.269258484,37.7688260359
-122.269257527,37.7688447078
-122.269256426,37.7688635464
-122.269255331,37.7688814926
-122.269254232,37.7688999027
-122.269253449,37.7689188164
-122.26925244,37.7689372335
-122.269251193,37.768955411
-122.26925014,37.7689737164
-122.269248446,37.7690007761
-122.269246746,37.7690274921
-122.269245038,37.7690533683
-122.269243046,37.7690788383
-122.269241137,37.7691027217
-122.269238978,37.7691254422
-122.269237351,37.7691462502
-122.269235862,37.7691659105
-122.269234433,37.7691840706
-122.269232595,37.7692059882
-122.269230448,37.7692255592
-122.269229359,37.769245701
-122.26922827,37.7692639919
-122.269227904,37.7692821793
-122.269231876,37.769300263
-122.269243926,37.7693192651
-122.269262877,37.7693360666
-122.269284789,37.7693487596
-122.269306187,37.7693576042
-122.269330432,37.7693649282
-122.269357878,37.7693695645
-122.269387089,37.7693728364
-122.269410812,37.7693745758
-122.269434963,37.7693752669
-122.269460424,37.7693759766
-122.269485495,37.7693767464
-122.269513345,37.7693768079
-122.269541199,37.7693773498
-122.269569882,37.7693779415
-122.269599327,37.7693785031
-122.269629278,37.769378903
-122.269659831,37.7693793683
-122.269690841,37.7693798785
-122.269721627,37.7693805659
-122.269753619,37.7693810158
-122.26978551,37.7693819375
-122.269817743,37.7693815205
-122.269850953,37.7693831209
-122.269884533,37.7693840426
-122.269906813,37.7693844937
-122.269939894,37.7693866838
-122.269975663,37.7693885726
-122.270009675,37.7693902025
-122.270031092,37.7693905885
-122.270065408,37.7693923351
-122.270100485,37.7693922855
-122.27013447,37.7693935678
-122.270168369,37.7693945812
-122.270199477,37.7693955077
-122.270232419,37.769396682
-122.270265626,37.7693973054
-122.270297818,37.7693987119
-122.270330118,37.7693997418
-122.270361961,37.7694009614
-122.270392204,37.7694020025
-122.270422644,37.7694029969
-122.270451732,37.7694040669
-122.270479856,37.7694050528
-122.270506977,37.7694059912
-122.270534694,37.7694068219
-122.270555157,37.7694084147
-122.270583806,37.7694097815
-122.27060935,37.7694109893
-122.270632717,37.769411821
-122.270660017,37.7694121183
-122.270686092,37.769410117
-122.270710308,37.7694050161
-122.27073308,37.7693966985
-122.270754021,37.7693842501
-122.270771262,37.769367507
-122.270781848,37.769351547
-122.270789936,37.7693337055
-122.270796722,37.7693137549
-122.27080192,37.7692929999
-122.270806132,37.76926986
-122.270808528,37.7692470453
-122.270812015,37.7692258966
-122.270815194,37.7692077475
-122.270817759,37.769187094
-122.270820163,37.7691673115
-122.270822374,37.7691500846
-122.270824624,37.7691323221
-122.270827881,37.7691083397
-122.270831134,37.769086327
-122.270833225,37.7690686197
-122.27083539,37.7690472108
-122.270833684,37.7690255581
-122.270825061,37.7690068887
-122.270806754,37.7689946388
-122.270785905,37.7689882457
-122.270763649,37.7689862645
-122.270787146,37.7689863201
-122.270784736,37.7690059455
-122.270780144,37.7690250982
-122.270776927,37.7690466876
-122.270774633,37.7690680313
-122.270773422,37.7690861558
-122.270772884,37.7691058144
-122.270772715,37.7691260331
-122.270772885,37.7691460931
-122.270773455,37.7691656858
-122.27077325,37.7691879631
-122.270772896,37.7692107385
-122.270771927,37.7692340739
-122.270772459,37.7692519439
-122.270772675,37.7692709341
-122.270772878,37.7692922124
-122.270772536,37.7693111979
-122.270774287,37.7693293208
-122.270782543,37.7693490699
-122.270795577,37.7693661362
-122.270812142,37.769379209
-122.270833612,37.7693897744
-122.270859475,37.7693976223
-122.270883087,37.7694028853
-122.270908434,37.7694073964
-122.270935908,37.7694105464
-122.270965133,37.7694130273
-122.270993015,37.7694150699
-122.271024373,37.7694168289
-122.271053928,37.7694187305
-122.271082826,37.769420107
-122.271110916,37.769421987
-122.271137841,37.7694244112
-122.271164209,37.7694269982
-122.271190093,37.7694295884
-122.271215526,37.7694323095
-122.271240449,37.7694349247
-122.27126503,37.7694372856
-122.271289185,37.7694393969
-122.271313035,37.7694411481
-122.271336035,37.7694426909
-122.27136239,37.7694441258
-122.271386711,37.7694451214
-122.271409772,37.7694453378
-122.271434674,37.7694416114
-122.271457736,37.7694313688
-122.271471418,37.7694168149
-122.271476068,37.7693989635
-122.271474244,37.7694166392
-122.271450905,37.7694160049
-122.271428009,37.7694185127
-122.271404829,37.7694206246
-122.271380451,37.7694215572
-122.271354198,37.7694217606
-122.271327593,37.7694214568
-122.271300118,37.7694208046
-122.271272394,37.769420055
-122.271248428,37.7694195035
-122.271222953,37.7694188356
-122.271197351,37.7694182014
-122.271170924,37.7694175226
-122.271144544,37.7694166624
-122.271117923,37.7694157528
-122.271092022,37.7694141641
-122.271066166,37.7694126259
-122.271041032,37.7694108862
-122.271016072,37.7694094607
-122.270991286,37.7694075511
-122.270967631,37.7694055449
-122.270940695,37.7694032803
-122.270917996,37.7694014538
-122.270894746,37.7693998687
-122.270870302,37.769399611
-122.270847024,37.7694021287
-122.270822919,37.7694096082
-122.27080193,37.7694231854
-122.270787185,37.7694394844
-122.270777132,37.769459368
-122.270771948,37.76947792
-122.270768026,37.7694985694
-122.27076505,37.7695212416
-122.270763316,37.7695396441
-122.270761713,37.7695595874
-122.270760456,37.7695796536
-122.270759299,37.7696015944
-122.270758004,37.7696235878
-122.270757059,37.7696461339
-122.270756193,37.7696698911
-122.270755366,37.7696935527
-122.270754664,37.7697181547
-122.270753975,37.7697428218
-122.270753538,37.7697672032
-122.270752634,37.7697924258
-122.270752084,37.769816824
-122.270751133,37.7698413939
-122.270750232,37.7698650805
-122.270749222,37.7698893414
-122.270747873,37.7699131418
-122.270747135,37.769937138
-122.270746048,37.7699602773
-122.270744958,37.7699829935
-122.270743745,37.7700056309
-122.270742498,37.7700284399
-122.270741227,37.7700506429
-122.270740174,37.7700717344
-122.27073896,37.7700918936
-122.270738008,37.7701100865
-122.270736097,37.7701329271
-122.270734458,37.7701534624
-122.270732728,37.770171971
-122.270731073,37.7701922324
-122.270729773,37.7702128229
-122.27072952,37.7702312566
-122.270733575,37.770251869
-122.27074254,37.7702692772
-122.270759608,37.7702853444
-122.270779717,37.7702963688
-122.270804754,37.7703043567
-122.270827182,37.7703090031
-122.27085166,37.7703131875
-122.270876579,37.7703162964
-122.270904715,37.7703196404
-122.270933247,37.7703229172
-122.27096185,37.7703256351
-122.270991494,37.7703282668
-122.271019858,37.7703305835
-122.271047708,37.7703325917
-122.271075605,37.7703332041
-122.27110318,37.7703347481
-122.27112951,37.7703354905
-122.271154486,37.7703363285
-122.271177171,37.7703370119
-122.27120015,37.7703375322
-122.271226853,37.7703384836
-122.271254017,37.7703392568
-122.271276929,37.7703401073
-122.271303374,37.7703404477
-122.271327255,37.7703423024
-122.271351739,37.7703469474
-122.271372672,37.7703537162
-122.271396005,37.7703586644
-122.271418685,37.7703545299
-122.271436056,37.7703416121
-122.271445044,37.7703248849
-122.271435849,37.7703407596
-122.271415471,37.7703315414
-122.271392559,37.7703242634
-122.271369296,37.7703213284
-122.27134366,37.7703197308
-122.271320323,37.7703181551
-122.271295298,37.7703171085
-122.271268267,37.7703167904
-122.271237707,37.7703171182
-122.271208269,37.7703172825
-122.271178816,37.7703174109
-122.271156649,37.7703173623
-122.271133311,37.7703174765
-122.271110388,37.7703170539
-122.271086882,37.7703167996
-122.271064541,37.7703160724
-122.271033727,37.7703152096
-122.271006059,37.7703143555
-122.270978875,37.7703129074
-122.270954987,37.7703123231
-122.27093229,37.7703111073
-122.270907331,37.7703100679
-122.270883398,37.7703092373
-122.270859754,37.7703049833
-122.249089355,37.7684556854
-122.249103475,37.7684404898
-122.249117136,37.7684256588
-122.249131201,37.7684091118
-122.24914415,37.7683930215
-122.249157588,37.7683754118
-122.249169538,37.7683591983
-122.24918113,37.7683433791
-122.249193672,37.7683258199
-122.249206528,37.768307313
-122.249219827,37.7682874148
-122.249233386,37.7682662914
-122.24924386,37.7682500801
-122.249254395,37.7682328484
-122.24926505,37.7682149117
-122.249276088,37.7681964579
-122.249287201,37.7681773637
-122.249298553,37.7681579175
-122.249310944,37.7681378657
-122.249323704,37.7681170529
-122.249337087,37.7680960368
-122.249350754,37.7680751952
-122.249364327,37.7680543853
-122.249378138,37.7680338371
-122.249392693,37.7680132885
-122.249406039,37.7679906918
-122.249420798,37.7679701133
-122.249435223,37.767948317
-122.249450531,37.7679257515
-122.249465202,37.7679033498
-122.24948128,37.7678794776
-122.249496539,37.7678566875
-122.249507789,37.7678409922
-122.249518766,37.7678248477
-122.249529648,37.767808655
-122.249541673,37.7677918086
-122.249552987,37.7677754934
-122.249563921,37.7677591833
-122.249574877,37.7677420046
-122.249586627,37.7677250795
-122.249597793,37.7677083454
-122.249609704,37.7676909962
-122.249621756,37.7676733949
-122.249633582,37.7676563089
-122.249645907,37.767638596
-122.24965781,37.7676208974
-122.249669768,37.767603371
-122.249681691,37.7675855799
-122.249693579,37.7675684373
-122.249705346,37.7675511147
-122.249717022,37.7675339251
-122.249728808,37.7675167317
-122.249740435,37.7674995004
-122.249751934,37.7674826859
-122.249763385,37.7674660251
-122.249774727,37.7674498303
-122.24978564,37.7674340137
-122.249801559,37.7674111096
-122.24981673,37.7673895107
-122.249830786,37.7673703937
-122.249844182,37.767351073
-122.249856774,37.7673342159
-122.249868847,37.7673183617
-122.249884628,37.7672987635
-122.249900303,37.7672811896
-122.249915621,37.7672655935
-122.249932284,37.7672487356
-122.249945964,37.7672339999
-122.249960208,37.7672179623
-122.249972443,37.7672028599
-122.249985043,37.7671873713
-122.249998239,37.7671711643
-122.250011835,37.7671534586
-122.250023399,37.7671378727
-122.250034373,37.7671218
-122.250046541,37.7671024054
-122.250057879,37.7670852109
-122.250069288,37.767067722
-122.250079497,37.7670499438
-122.250088632,37.7670331242
-122.250097168,37.7670144552
-122.250105614,37.7669973195
-122.250114131,37.7669806613
-122.250125226,37.7669622196
-122.250138001,37.766942156
-122.250148989,37.7669264496
-122.250161025,37.7669092055
-122.250173677,37.7668912108
-122.250186589,37.7668725195
-122.250200325,37.7668528236
-122.25021407,37.7668324731
-122.250228782,37.766810905
-122.250242509,37.7667904894
-122.250256999,37.7667687096
-122.25027225,37.7667461662
-122.250288835,37.7667218433
-122.25030391,37.7666994952
-122.250320266,37.7666756043
-122.250337635,37.7666499396
-122.250352669,37.7666277558
-122.250367259,37.7666065617
-122.250383156,37.7665835527
-122.250399406,37.766560535
-122.250415054,37.7665383364
-122.25043074,37.7665164059
-122.25044612,37.7664945766
-122.250461497,37.7664728248
-122.250477041,37.7664511929
-122.250492802,37.7664295797
-122.250508405,37.7664080005
-122.250524255,37.7663868846
-122.250539768,37.7663658965
-122.250555406,37.7663451682
-122.250570754,37.7663242456
-122.250585468,37.7663034632
-122.250600466,37.7662823075
-122.250615434,37.766261135
-122.250631256,37.7662396437
-122.250646461,37.7662184276
-122.250661019,37.7661979603
-122.250675274,37.7661777696
-122.250689528,37.7661577383
-122.250704428,37.7661381508
-122.250719708,37.7661194615
-122.250734951,37.7661009474
-122.250749579,37.7660828723
-122.250763624,37.7660650116
-122.250777026,37.766047073
-122.250790261,37.7660296176
-122.250803221,37.7660121068
-122.250816289,37.7659951349
-122.250828277,37.7659780637
-122.250839935,37.7659607366
-122.250850976,37.7659434275
-122.250862956,37.7659254795
-122.250874993,37.7659072098
-122.250888291,37.7658875439
-122.250901956,37.7658669059
-122.250915986,37.7658457462
-122.250929715,37.7658253678
-122.25094403,37.7658040925
-122.250958297,37.7657832923
-122.250972449,37.7657615557
-122.25098478,37.7657406628
-122.250996984,37.7657189819
-122.251009363,37.7656967306
-122.251022051,37.7656738955
-122.251034438,37.7656515523
-122.251047154,37.7656299651
-122.251060227,37.7656089414
-122.251074776,37.7655882516
-122.251088646,37.7655691276
-122.251103667,37.7655503325
-122.251120436,37.7655318119
-122.251137217,37.7655135305
-122.251153354,37.76549569
-122.251168998,37.7654776131
-122.251183954,37.7654594318
-122.251199876,37.7654396519
-122.251215269,37.7654199141
-122.251230977,37.7653997733
-122.251246422,37.7653796381
-122.251261968,37.7653589147
-122.251277517,37.7653380283
-122.251293088,37.7653168878
-122.251308877,37.7652958975
-122.251324923,37.7652745703
-122.251341905,37.7652528164
-122.251358583,37.7652310039
-122.251376082,37.7652075074
-122.251387685,37.7651920665
-122.251399449,37.7651761021
-122.251411093,37.7651601098
-122.251423209,37.7651433971
-122.251434091,37.7651282274
-122.251446381,37.7651111012
-122.251457988,37.7650961273
-122.25147028,37.7650798229
-122.251482158,37.7650628077
-122.251493998,37.7650466929
-122.251506737,37.7650291337
-122.251517632,37.7650139395
-122.251529033,37.764998373
-122.251540487,37.7649825585
-122.251551872,37.7649665219
-122.251563117,37.7649509184
-122.251579981,37.7649277402
-122.251591711,37.7649118474
-122.25160301,37.7648963471
-122.251619661,37.7648733705
-122.251636258,37.7648502891
-122.251652016,37.7648285301
-122.251667913,37.7648064731
-122.25168262,37.7647861531
-122.251696216,37.7647671714
-122.251708714,37.7647489853
-122.251720395,37.7647329071
-122.251733942,37.7647143994
-122.251745482,37.7646981306
-122.251756471,37.7646823692
-122.25176876,37.7646647004
-122.251781605,37.7646460226
-122.25179441,37.7646268404
-122.251806165,37.7646095991
-122.251819143,37.764591496
-122.25183079,37.7645751924
-122.251843591,37.7645563933
-122.251857675,37.7645358779
-122.25186914,37.7645195194
-122.25188089,37.7645021326
-122.251893885,37.7644839406
-122.251907374,37.7644644978
-122.251922131,37.7644438845
-122.251937157,37.764422924
-122.251953145,37.7644005514
-122.251969013,37.7643787353
-122.251980536,37.7643622625
-122.251991772,37.7643462762
-122.252002899,37.7643302937
-122.252014221,37.7643143033
-122.252025802,37.7642979521
-122.252037348,37.7642815721
-122.252048797,37.7642651926
-122.252060221,37.7642489816
-122.252071088,37.7642328513
-122.25208265,37.7642167005
-122.252093822,37.764200391
-122.252105143,37.7641846897
-122.252116887,37.7641676007
-122.252127878,37.7641516799
-122.252138635,37.7641362252
-122.252149823,37.7641196278
-122.252161415,37.764103128
-122.252172796,37.7640868636
-122.252184417,37.7640699791
-122.252194695,37.7640546789
-122.252205519,37.7640390264
-122.252222252,37.7640150152
-122.252238335,37.7639919997
-122.252254517,37.7639687599
-122.252269688,37.7639465033
-122.252284272,37.7639253151
-122.252297666,37.7639060672
-122.252310236,37.763887716
-122.252321697,37.7638712794
-122.252334627,37.7638528232
-122.252347876,37.7638344227
-122.252359165,37.7638179133
-122.252371312,37.7638005661
-122.252382677,37.7637840774
-122.252393007,37.7637680358
-122.252405274,37.7637495303
-122.252415934,37.7637333142
-122.252429243,37.763713124
-122.252441728,37.7636943351
-122.252455524,37.7636741405
-122.252466439,37.7636576185
-122.252478151,37.7636403203
-122.252490544,37.763622014
-122.252503383,37.7636031447
-122.25251665,37.763583446
-122.252531285,37.7635625322
-122.25254608,37.7635416583
-122.252562128,37.7635195386
-122.252579008,37.7634972216
-122.252590679,37.7634815438
-122.25260238,37.763465865
-122.25261894,37.7634435649
-122.252631228,37.7634273136
-122.252643325,37.7634114534
-122.252652668,37.7633959956
-122.252666759,37.7633801686
-122.252678752,37.7633638503
-122.252690207,37.7633488066
-122.25270129,37.7633339417
-122.252714025,37.763317565
-122.252725783,37.7633018626
-122.252737792,37.7632862034
-122.252755827,37.7632621536
-122.252771924,37.7632391318
-122.252789407,37.7632163663
-122.252806363,37.7631937899
-122.252822392,37.763171794
-122.252837806,37.7631505777
-122.252852972,37.7631299539
-122.252867261,37.7631102084
-122.252881519,37.7630906188
-122.252895288,37.7630714143
-122.252908946,37.7630529449
-122.252922265,37.763034859
-122.252935133,37.7630171867
-122.252948165,37.7630002709
-122.252959524,37.7629837992
-122.252974154,37.7629640729
-122.252986972,37.7629461558
-122.252998281,37.762930511
-122.253009746,37.7629139245
-122.253020793,37.7628974043
-122.253031043,37.7628810801
-122.253037248,37.7628627156
-122.253037239,37.7628424911
-122.253032365,37.7628242408
-122.253022244,37.7628065073
-122.253006397,37.7627898828
-122.252985279,37.7627755038
-122.252964688,37.7627640696
-122.252941848,37.7627517937
-122.252916619,37.7627385035
-122.252897058,37.7627283105
-122.252875474,37.7627170129
-122.252852582,37.7627050436
-122.252830458,37.7626938408
-122.252807044,37.7626821141
-122.252782932,37.7626708804
-122.252757454,37.7626593064
-122.25273132,37.7626481456
-122.252703267,37.7626359249
-122.252675659,37.7626244383
-122.252647896,37.7626132431
-122.252619301,37.7626014493
-122.252590082,37.7625889895
-122.25256126,37.7625768992
-122.252532034,37.7625647146
-122.252504053,37.7625531486
-122.252476875,37.7625413898
-122.252448479,37.7625299078
-122.252421517,37.7625183241
-122.252391622,37.7625065061
-122.252365102,37.7624944958
-122.252337699,37.7624834025
-122.252311293,37.7624718176
-122.252283758,37.7624603258
-122.252257146,37.7624494167
-122.252231497,37.7624389076
-122.252205048,37.7624281147
-122.252177951,37.7624169256
-122.252150732,37.762405915
-122.252122979,37.7623948522
-122.252094917,37.7623839237
-122.252066169,37.7623728168
-122.252036878,37.7623617293
-122.252007085,37.7623507715
-122.251977137,37.762340001
-122.251947083,37.7623293512
-122.25191647,37.7623182083
-122.251895621,37.7623102751
-122.251874412,37.7623019931
-122.251853493,37.7622932771
-122.251832605,37.7622846974
-122.251811135,37.7622753094
-122.251788973,37.7622656148
-122.251765745,37.7622549697
-122.251745273,37.7622452506
-122.25172337,37.7622350029
-122.251700327,37.7622245472
-122.25167779,37.7622139031
-122.251655517,37.7622034245
-122.251632967,37.7621924567
-122.251610698,37.7621816497
-122.251587359,37.7621702643
-122.251564691,37.7621592517
-122.251540971,37.7621476959
-122.251518269,37.7621364628
-122.251494749,37.7621251672
-122.251471442,37.7621139841
-122.25144774,37.7621025876
-122.251423972,37.7620912213
-122.251399897,37.7620796446
-122.251376303,37.7620685213
-122.251353234,37.7620577279
-122.251329607,37.7620465565
-122.25130504,37.7620352591
-122.251279281,37.7620235666
-122.251254693,37.7620122908
-122.25123161,37.7620011951
-122.251206503,37.7619898132
-122.251182078,37.7619782486
-122.251157737,37.7619665913
-122.251132672,37.76195518
-122.251107903,37.7619437087
-122.251083521,37.7619323414
-122.25105723,37.7619207162
-122.251031616,37.7619089655
-122.251007375,37.7618977503
-122.250981911,37.7618859567
-122.25095764,37.7618745831
-122.250933027,37.7618630256
-122.250909248,37.7618518111
-122.250886186,37.7618405576
-122.250862325,37.7618291933
-122.250838425,37.7618177629
-122.250814962,37.7618062584
-122.250791175,37.7617953568
-122.250767344,37.7617840174
-122.250743801,37.7617728429
-122.250721215,37.761761669
-122.250698459,37.7617508495
-122.250676213,37.7617403351
-122.250653526,37.7617294864
-122.250631442,37.7617193085
-122.25061056,37.7617098502
-122.25058925,37.7617001747
-122.250569254,37.7616910851
-122.250548747,37.7616815499
-122.250519661,37.7616683612
-122.25049112,37.7616555581
-122.25046217,37.7616422767
-122.250437726,37.761631287
-122.250412665,37.7616198309
-122.250390327,37.76160988
-122.250368782,37.7616000701
-122.250349092,37.761591307
-122.250324423,37.7615803558
-122.25030086,37.7615710356
-122.250277681,37.7615635013
-122.250254555,37.7615598844
-122.250231178,37.7615597283
-122.25020915,37.7615633358
-122.250183734,37.7615723953
-122.250162116,37.7615849265
-122.250144275,37.7616013175
-122.250129511,37.7616196605
-122.250116764,37.7616358605
-122.250103461,37.7616535366
-122.25008892,37.7616734599
-122.250077241,37.7616894131
-122.250064658,37.761706042
-122.250051936,37.7617235911
-122.250038876,37.7617417372
-122.25002562,37.7617607927
-122.250012122,37.7617801954
-122.249998624,37.7618000666
